Month,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Datetime Event Began,Datetime of Restoration,Event Duration (hours)
January,Texas,Suspicious Activity,0,0,2020,2020-01-12 11:15:00,2020-01-12 11:18:00,0
January,Florida,Suspicious Activity,0,0,2020,2020-01-14 00:00:00,2020-01-14 01:00:00,1
January,Texas,System Operations,0,0,2020,2020-01-16 11:06:00,2020-01-16 11:36:00,0
January,California,Severe Weather Transmission Interruption,87,67864,2020,2020-01-17 05:28:00,2020-01-17 10:13:00,5
January,California,Vandalism,0,0,2020,2020-01-20 06:30:00,2020-01-20 06:31:00,0
January,Nevada,Actual Physical Attack,7,3120,2020,2020-01-22 02:57:00,2020-01-22 03:17:00,0
January,Florida,Vandalism,0,0,2020,2020-01-23 23:30:00,2020-01-24 00:39:00,1
January,California,Fuel Supply Deficiency,0,0,2020,2020-01-24 04:34:00,,
January,North Dakota,System Operations,540,130000,2020,2020-01-27 14:10:00,2020-01-27 18:58:00,5
January,North Dakota,Transmission Interruption,75,0,2020,2020-01-30 03:01:00,2020-01-30 04:36:00,2
January,California,Suspicious Activity,0,0,2020,2020-01-31 09:50:00,2020-02-03 10:00:00,72
February,North Carolina,Severe Weather Distribution Interruption,,284256,2020,2020-02-06 14:29:00,2020-02-07 12:44:00,22
February,North Carolina,Severe Weather Transmission Interruption,,89500,2020,2020-02-06 13:30:00,2020-02-07 20:08:00,31
February,Connecticut,Severe Weather,,123359,2020,2020-02-07 16:25:00,2020-02-08 12:00:00,20
February,New York,Severe Weather,,7500,2020,2020-02-07 14:42:00,2020-02-10 09:25:00,67
February,Pennsylvania,Severe Weather Distribution Interruption,,52000,2020,2020-02-07 11:00:00,,
February,Virginia,Severe Weather,,87000,2020,2020-02-07 08:48:00,,
February,California,Vandalism,0,0,2020,2020-02-08 13:56:00,2020-02-08 15:04:00,1
February,California,Severe Weather,500,145000,2020,2020-02-09 09:30:00,2020-02-09 21:40:00,12
February,Texas,System Operations,0,0,2020,2020-02-11 02:53:00,2020-02-11 13:30:00,11
February,Oregon,Transmission Interruption,,0,2020,2020-02-11 07:13:00,2020-02-11 16:00:00,9
February,Maine,System Operations,0,0,2020,2020-02-12 07:36:00,2020-02-12 08:53:00,1
February,Oregon,Vandalism,0,0,2020,2020-02-13 08:01:00,2020-02-13 14:38:00,7
February,Alabama,Vandalism,97,,2020,2020-02-17 09:47:00,2020-02-17 15:31:00,6
February,Michigan,Vandalism,0,0,2020,2020-02-17 13:18:00,2020-02-20 09:51:00,69
February,Northern and Central California;,Severe Weather,91,70000,2020,2020-02-17 04:00:00,,
February,California,Vandalism,0,0,2020,2020-02-18 13:00:00,2020-02-18 14:00:00,1
February,California,Vandalism,0,0,2020,2020-02-25 11:45:00,2020-02-25 13:00:00,1
February,Oklahoma,System Operations,0,0,2020,2020-02-26 16:30:00,2020-02-26 17:02:00,1
February,Maine,System Operations,0,0,2020,2020-02-26 17:00:00,2020-02-26 18:05:00,1
February,South Dakota,System Operations,0,0,2020,2020-02-26 11:29:00,2020-02-26 12:14:00,1
February,Nevada,System Operations,0,0,2020,2020-02-29 01:45:00,2020-02-29 02:30:00,1
March,Mississippi,Transmission Interruption,19,3136,2020,2020-03-01 11:27:00,2020-03-01 21:47:00,10
March,New York,Vandalism,0,0,2020,2020-03-01 22:15:00,,
March,Western NY,Fuel Supply Deficiency,675,,2020,2020-03-01 08:00:00,,
March,Nevada,System Operations,0,0,2020,2020-03-02 01:43:00,2020-03-02 02:43:00,1
March,Alabama,Vandalism,0,0,2020,2020-03-03 14:30:00,2020-03-03 14:31:00,0
March,Texas,Suspicious Activity,0,0,2020,2020-03-08 22:10:00,2020-03-09 01:02:00,3
March,Pennsylvania,Transmission Interruption,40,15864,2020,2020-03-12 01:03:00,2020-03-12 03:00:00,2
March,California,Severe Weather,165,110800,2020,2020-03-16 12:01:00,2020-03-16 13:10:00,1
March,California,Vandalism,0,0,2020,2020-03-16 08:00:00,2020-03-16 08:01:00,0
March,Michigan,System Operations,6062,0,2020,2020-03-17 10:30:00,2020-03-17 11:41:00,1
March,Utah,Natural Disaster,237,73000,2020,2020-03-18 07:09:00,,
March,Minnesota,System Operations,0,0,2020,2020-03-19 17:05:00,2020-03-19 17:43:00,1
March,Connecticut,System Operations,0,0,2020,2020-03-20 22:20:00,2020-03-20 23:30:00,1
March,Maine,System Operations,0,0,2020,2020-03-20 23:38:00,2020-03-20 23:59:00,0
March,Connecticut,System Operations,0,0,2020,2020-03-20 23:45:00,2020-03-21 00:30:00,1
March,Wisconsin,Vandalism,0,0,2020,2020-03-23 00:15:00,2020-03-25 17:11:00,65
March,Virginia,Sabotage,,1018,2020,2020-03-23 14:15:00,2020-03-23 16:37:00,2
March,California,Suspicious Activity,0,0,2020,2020-03-24 12:45:00,2020-03-24 14:00:00,1
March,Connecticut,Severe Weather,,51026,2020,2020-03-24 02:55:00,2020-03-24 06:50:00,4
March,Nevada,Vandalism,0,0,2020,2020-03-25 10:31:00,,
March,Ohio,Transmission Interruption,19,11964,2020,2020-03-26 21:29:00,2020-03-26 21:47:00,0
March,Delaware,System Operations,0,0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00,1
March,New Jersey,System Operations,0,0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00,1
March,Mississippi,Transmission Interruption,4,1558,2020,2020-03-29 20:27:00,2020-03-29 23:04:00,3
March,Alabama,Severe Weather,412,57744,2020,2020-03-31 11:45:00,2020-03-31 20:00:00,8
April,Illinois,System Operations,0,0,2020,2020-04-01 21:43:00,2020-04-01 22:18:00,1
April,Texas,System Operations,0,0,2020,2020-04-02 18:41:00,2020-04-02 19:23:00,1
April,Nebraska,Transmission Interruption,5,,2020,2020-04-02 13:37:00,2020-04-02 14:43:00,1
April,Washington,Vandalism,,,2020,2020-04-02 20:45:00,,
April,Nevada,Vandalism,0,0,2020,2020-04-03 09:13:00,,
April,Texas,Suspicious Activity,0,0,2020,2020-04-05 02:30:00,2020-04-05 03:01:00,1
April,California,Severe Weather,7,6814,2020,2020-04-05 15:46:00,2020-04-05 17:35:00,2
April,Washington,Transmission Interruption,0,0,2020,2020-04-07 23:39:00,2020-04-07 23:46:00,0
April,Ohio,Severe Weather,,78314,2020,2020-04-08 21:57:00,2020-04-09 08:59:00,11
April,Indiana,Severe Weather,,93000,2020,2020-04-08 22:03:00,2020-04-09 07:36:00,10
April,Ohio,Severe Weather,,82509,2020,2020-04-08 01:21:00,2020-04-08 03:56:00,3
April,Texas,Severe Weather,,95000,2020,2020-04-09 19:25:00,2020-04-10 03:30:00,8
April,Maine,Severe Weather,,340000,2020,2020-04-09 19:40:00,2020-04-11 22:00:00,50
April,Wisconsin,System Operations,0,0,2020,2020-04-09 07:34:00,2020-04-09 17:40:00,10
April,Maine,System Operations,0,0,2020,2020-04-10 10:00:00,2020-04-10 16:19:00,6
April,Nevada,Vandalism,0,0,2020,2020-04-10 16:00:00,,
April,Wyoming,Transmission Interruption,0,0,2020,2020-04-11 11:24:00,2020-04-11 11:42:00,0
April,Utah,Suspicious Activity,,,2020,2020-04-11 17:40:00,2020-04-11 17:51:00,0
April,Arkansas,Severe Weather,,95318,2020,2020-04-12 20:45:00,,
April,Louisiana,Severe Weather,122,37991,2020,2020-04-12 13:00:00,2020-04-12 19:27:00,6
April,Arkansas,Severe Weather,,51000,2020,2020-04-12 20:30:00,2020-04-14 09:00:00,36
April,Virginia,Severe Weather,,104000,2020,2020-04-12 21:28:00,2020-04-15 12:00:00,63
April,Mississippi,Severe Weather,448,62828,2020,2020-04-12 17:00:00,2020-04-14 01:25:00,32
April,Texas,Severe Weather,,63289,2020,2020-04-12 18:13:00,2020-04-13 15:23:00,21
April,North Carolina,Severe Weather,,216400,2020,2020-04-13 03:30:00,2020-04-14 18:18:00,39
April,Tennessee,Severe Weather,,120000,2020,2020-04-13 00:45:00,2020-04-13 03:00:00,2
April,South Carolina,Severe Weather,,72233,2020,2020-04-13 08:08:00,,
April,North Carolina,Severe Weather,,95000,2020,2020-04-13 10:25:00,2020-04-13 18:55:00,8
April,Connecticut,Severe Weather,,68476,2020,2020-04-13 13:05:00,2020-04-14 16:00:00,27
April,North Carolina,Severe Weather,,,2020,2020-04-13 07:31:00,2020-04-13 14:00:00,6
April,Georgia,Vandalism,0,0,2020,2020-04-16 11:30:00,2020-04-16 15:45:00,4
April,Nevada,Vandalism,0,0,2020,2020-04-18 19:38:00,,
April,North Dakota,Suspicious Activity,0,0,2020,2020-04-19 01:14:00,2020-04-20 11:42:00,34
April,South Dakota,Vandalism,0,0,2020,2020-04-20 12:42:00,2020-04-20 13:27:00,1
April,Alabama,Severe Weather,552,77341,2020,2020-04-20 00:59:00,2020-04-20 08:40:00,8
April,Mississippi,Severe Weather,,55184,2020,2020-04-23 04:30:00,2020-04-23 07:00:00,2
April,Alabama,Severe Weather,375,52163,2020,2020-04-23 08:00:00,2020-04-23 23:40:00,16
April,Nevada,Vandalism,0,0,2020,2020-04-24 22:00:00,,
April,California,System Operations,5,945,2020,2020-04-24 21:00:00,2020-04-24 21:33:00,1
April,Oregon,Vandalism,0,0,2020,2020-04-25 21:25:00,2020-04-25 21:56:00,1
April,Florida,Severe Weather,,49999,2020,2020-04-26 01:38:00,,
April,Texas,Transmission Interruption,14,1,2020,2020-04-28 20:01:00,2020-04-28 23:21:00,3
April,Louisiana,Severe Weather,,77933,2020,2020-04-29 06:00:00,2020-04-29 12:31:00,7
April,Texas,Severe Weather,,146660,2020,2020-04-29 05:55:00,2020-04-29 19:00:00,13
April,Pennsylvania,Severe Weather,,78007,2020,2020-04-30 15:00:00,,
May,Tennessee,Severe Weather,500,130000,2020,2020-05-04 11:59:00,2020-05-07 20:00:00,80
May,Nevada,Vandalism,0,0,2020,2020-05-08 13:45:00,2020-05-08 13:46:00,0
May,Indiana,System Operations,0,0,2020,2020-05-13 23:16:00,2020-05-14 13:52:00,15
May,Washington,Transmission Interruption,0,0,2020,2020-05-13 05:12:00,2020-05-13 14:07:00,9
May,Oregon,Vandalism,0,0,2020,2020-05-14 11:23:00,2020-05-14 11:25:00,0
May,New York,Severe Weather,,52,2020,2020-05-15 17:55:00,2020-05-17 18:00:00,48
May,Texas,Suspicious Activity,0,0,2020,2020-05-16 00:00:00,2020-05-16 00:30:00,0
May,South Carolina,System Operations,0,0,2020,2020-05-18 23:51:00,2020-05-19 04:37:00,5
May,Oregon,System Operations,0,0,2020,2020-05-18 09:27:00,2020-05-18 10:15:00,1
May,Alabama,Vandalism,8,6000,2020,2020-05-19 20:04:00,2020-05-19 22:00:00,2
May,Idaho,Vandalism,0,0,2020,2020-05-19 08:17:00,2020-05-19 08:18:00,0
May,Arkansas,Suspicious Activity,0,0,2020,2020-05-19 13:45:00,2020-05-19 13:46:00,0
May,Nevada,Vandalism,0,0,2020,2020-05-20 11:41:00,,
May,North Carolina,Severe Weather,,108190,2020,2020-05-22 16:35:00,2020-05-23 15:29:00,23
May,Central Oklahoma,Severe Weather,,54000,2020,2020-05-24 16:45:00,,
May,Texas,Transmission Interruption,8,3745,2020,2020-05-25 10:58:00,2020-05-25 13:00:00,2
May,Texas,Severe Weather,,382000,2020,2020-05-27 17:15:00,2020-05-29 06:30:00,37
May,Texas,Severe Weather,,273269,2020,2020-05-27 17:20:00,,
May,Pennsylvania,Transmission Interruption,0,0,2020,2020-05-29 17:01:00,2020-05-29 18:57:00,2
May,Minnesota,System Operations,0,0,2020,2020-05-29 17:30:00,2020-05-31 18:00:00,48
May,Ohio,Vandalism,0,0,2020,2020-05-29 21:37:00,2020-05-30 04:29:00,7
May,Texas,System Operations,0,0,2020,2020-05-30 22:20:00,2020-05-30 23:00:00,1
May,Alabama,Vandalism,0,0,2020,2020-05-31 21:30:00,2020-06-01 01:00:00,4
May,Pennsylvania,Vandalism,0,0,2020,2020-05-31 00:15:00,,
June,Idaho,Vandalism,,0,2020,2020-06-02 14:36:00,2020-06-02 14:37:00,0
June,New Jersey,Severe Weather,80,87000,2020,2020-06-03 13:00:00,2020-06-06 16:30:00,76
June,Pennsylvania,Severe Weather,,708000,2020,2020-06-03 12:30:00,2020-06-03 18:00:00,6
June,North Dakota,System Operations,0,0,2020,2020-06-03 16:57:00,2020-06-03 17:29:00,1
June,New Jersey,Severe Weather,,78079,2020,2020-06-03 13:36:00,2020-06-03 16:30:00,3
June,Washington,Transmission Interruption,0,0,2020,2020-06-09 11:21:00,2020-06-09 12:01:00,1
June,Michigan,Severe Weather,,237000,2020,2020-06-10 19:30:00,,
June,Michigan,Severe Weather,,270000,2020,2020-06-10 12:22:00,2020-06-10 17:00:00,5
June,Ohio,Severe Weather,,85822,2020,2020-06-10 17:24:00,2020-06-11 18:00:00,25
June,Michigan,Vandalism,0,0,2020,2020-06-12 08:21:00,2020-06-12 08:22:00,0
June,Colorado,Actual Physical Attack,0,0,2020,2020-06-18 12:11:00,2020-06-22 08:11:00,92
June,Kentucky,Actual Physical Attack,0,0,2020,2020-06-18 20:32:00,2020-06-18 20:35:00,0
June,Delaware,Vandalism,0,0,2020,2020-06-21 01:16:00,2020-06-21 18:45:00,17
June,Pennsylvania,System Operations,0,0,2020,2020-06-22 11:44:00,2020-06-22 12:42:00,1
June,Kentucky,Suspicious Activity,,0,2020,2020-06-25 09:40:00,2020-06-25 11:00:00,1
June,North Dakota,Vandalism,0,0,2020,2020-06-26 16:20:00,2020-06-29 15:00:00,71
June,Texas,System Operations,0,0,2020,2020-06-26 12:47:00,2020-06-26 13:53:00,1
June,Alabama,Severe Weather,33480,78109,2020,2020-06-27 16:00:00,2020-06-28 02:27:00,10
June,Arkansas,Transmission Interruption,0,0,2020,2020-06-29 14:32:00,2020-06-29 16:35:00,2
June,Oregon,Vandalism,0,0,2020,2020-06-30 10:28:00,2020-06-30 10:29:00,0
July,Pennsylvania,Transmission Interruption,32,2013,2020,2020-07-01 19:26:00,2020-07-01 19:44:00,0
July,California,Fuel Supply Deficiency,0,0,2020,2020-07-02 20:30:00,,
July,New York,Suspicious Activity,0,0,2020,2020-07-06 12:26:00,,
July,District of Columbia,System Operations,0,0,2020,2020-07-06 18:45:00,2020-07-06 19:42:00,1
July,California,Transmission Interruption,0,0,2020,2020-07-07 11:38:00,2020-07-07 18:24:00,7
July,Colorado,Transmission Interruption,0,0,2020,2020-07-07 13:09:00,2020-07-08 08:17:00,19
July,West Virginia,Severe Weather Transmission Interruption,,,2020,2020-07-07 19:17:00,2020-07-07 23:49:00,5
July,Texas,Actual Physical Attack,0,0,2020,2020-07-08 22:04:00,,
July,California,Fuel Supply Deficiency,0,0,2020,2020-07-08 18:45:00,,
July,Washington,Suspicious Activity,0,0,2020,2020-07-09 15:09:00,,
July,Oklahoma,Severe Weather,,68000,2020,2020-07-11 23:30:00,2020-07-12 06:30:00,7
July,Oklahoma,Severe Weather,,94700,2020,2020-07-11 21:30:00,,
July,California,Fuel Supply Deficiency,0,0,2020,2020-07-11 04:55:00,,
July,Texas,Severe Weather,,48000,2020,2020-07-12 04:30:00,2020-07-13 05:00:00,24
July,Nevada,Actual Physical Attack,36,10000,2020,2020-07-12 14:08:00,2020-07-12 20:44:00,7
July,Kentucky,Suspicious Activity,0,0,2020,2020-07-13 16:30:00,2020-07-13 16:31:00,0
July,California,System Operations,0,0,2020,2020-07-14 14:16:00,2020-07-14 14:53:00,1
July,Kentucky,Suspicious Activity,,0,2020,2020-07-15 11:00:00,2020-07-15 11:20:00,0
July,North Dakota,System Operations,475,0,2020,2020-07-16 08:49:00,2020-07-16 11:06:00,2
July,Oklahoma,Vandalism,0,0,2020,2020-07-17 23:00:00,2020-07-17 23:30:00,0
July,New York,Suspicious Activity,0,0,2020,2020-07-17 19:24:00,,
July,Michigan,Severe Weather,,158500,2020,2020-07-19 14:30:00,2020-07-21 18:48:00,52
July,New York,Fuel Supply Deficiency,675,,2020,2020-07-19 10:30:00,,
July,Texas,Suspicious Activity,21,14096,2020,2020-07-20 00:57:00,2020-07-20 02:34:00,2
July,Washington,Vandalism,19,11000,2020,2020-07-21 11:53:00,2020-07-21 13:00:00,1
July,West Virginia,Transmission Interruption,0,0,2020,2020-07-22 11:30:00,2020-07-22 14:19:00,3
July,New York,Suspicious Activity,0,0,2020,2020-07-24 08:25:00,,
July,Texas,Severe Weather,125,84000,2020,2020-07-25 21:00:00,2020-07-26 16:00:00,19
July,Texas,Severe Weather,,201208,2020,2020-07-25 19:58:00,2020-07-27 19:00:00,47
July,Michigan,System Operations,0,0,2020,2020-07-28 15:00:00,2020-07-28 23:00:00,8
July,Nebraska,Transmission Interruption,0,0,2020,2020-07-30 17:54:00,2020-07-30 20:18:00,2
August,Texas,Severe Weather,,,2020,2020-08-01 11:14:00,2020-08-10 21:26:00,226
August,California,System Operations,0,0,2020,2020-08-01 08:16:00,2020-08-01 09:15:00,1
August,Texas,Severe Weather,,,2020,2020-08-01 00:00:00,2020-08-01 00:01:00,0
August,Illinois,Transmission Interruption,0,0,2020,2020-08-02 19:43:00,2020-08-02 22:27:00,3
August,Texas,Vandalism,0,0,2020,2020-08-03 08:00:00,2020-08-03 13:00:00,5
August,North Carolina,Severe Weather,,340000,2020,2020-08-03 23:15:00,2020-08-06 07:00:00,56
August,North Carolina,Severe Weather,,,2020,2020-08-03 23:02:00,,
August,New York,Severe Weather,,160000,2020,2020-08-04 12:00:00,2020-08-07 06:00:00,66
August,New York,Severe Weather,3907,420000,2020,2020-08-04 13:00:00,2020-08-04 23:59:00,11
August,New Jersey,Severe Weather,60,75000,2020,2020-08-04 11:20:00,2020-08-07 10:55:00,72
August,Delaware,Severe Weather,,100000,2020,2020-08-04 09:00:00,2020-08-05 18:00:00,33
August,New York,Severe Weather,,116818,2020,2020-08-04 14:00:00,2020-08-08 12:00:00,94
August,Virginia,Severe Weather,,508000,2020,2020-08-04 04:41:00,2020-08-05 16:26:00,36
August,New Jersey,Severe Weather,,788000,2020,2020-08-04 12:18:00,2020-08-08 17:31:00,101
August,New York,Severe Weather,,76120,2020,2020-08-04 14:35:00,2020-08-10 11:00:00,140
August,Connecticut,Severe Weather,2000,1188247,2020,2020-08-04 15:15:00,2020-08-07 10:27:00,67
August,New York,Severe Weather,,271119,2020,2020-08-04 13:31:00,,
August,North Carolina,Severe Weather,311,125987,2020,2020-08-04 06:01:00,2020-08-06 15:30:00,57
August,Pennsylvania,Severe Weather,,137103,2020,2020-08-04 12:00:00,,
August,New Jersey,Severe Weather,,70000,2020,2020-08-04 10:30:00,,
August,New York,Severe Weather,,76120,2020,2020-08-04 14:35:00,,
August,Texas,Transmission Interruption,89,19785,2020,2020-08-05 17:58:00,2020-08-05 20:53:00,3
August,New York,Severe Weather,500,187068,2020,2020-08-07 05:13:00,,
August,Iowa,Severe Weather,550,,2020,2020-08-10 11:00:00,2020-08-10 16:00:00,5
August,Illinois,Severe Weather,,135000,2020,2020-08-10 16:00:00,2020-08-13 15:00:00,71
August,Iowa,Severe Weather,,,2020,2020-08-10 12:49:00,,
August,Indiana,Severe Weather,,95300,2020,2020-08-10 22:39:00,2020-08-13 15:48:00,65
August,Illinois,Severe Weather,,856000,2020,2020-08-10 14:30:00,,
August,New York,System Operations,0,0,2020,2020-08-10 22:25:00,2020-08-10 23:02:00,1
August,Iowa,Severe Weather,1400,250000,2020,2020-08-10 12:38:00,,
August,Iowa,Severe Weather,950,300000,2020,2020-08-10 10:00:00,,
August,Texas,System Operations,218,57060,2020,2020-08-13 13:51:00,2020-08-13 16:27:00,3
August,California,System Operations,560,220000,2020,2020-08-14 18:36:00,2020-08-14 20:42:00,2
August,Louisiana,Transmission Interruption,101,12671,2020,2020-08-14 16:39:00,2020-08-14 17:42:00,1
August,California,Severe Weather,1120,,2020,2020-08-14 17:15:00,2020-08-15 21:00:00,28
August,California,System Operations,1419,132000,2020,2020-08-14 18:45:00,2020-08-14 21:12:00,2
August,Minnesota,Severe Weather,,60000,2020,2020-08-14 20:00:00,2020-08-16 17:00:00,45
August,California,System Operations,459,220000,2020,2020-08-15 18:25:00,2020-08-15 19:44:00,1
August,California,Severe Weather,795,,2020,2020-08-15 14:53:00,2020-08-15 20:00:00,5
August,California,System Operations,200,70000,2020,2020-08-15 15:00:00,2020-08-15 19:45:00,5
August,Washington,Vandalism,0,8,2020,2020-08-15 17:00:00,,
August,Connecticut,Suspicious Activity,0,0,2020,2020-08-15 17:41:00,2020-08-15 18:48:00,1
August,Texas,Severe Weather,,300000,2020,2020-08-16 20:00:00,2020-08-18 21:00:00,49
August,California,Severe Weather,409,124266,2020,2020-08-16 03:44:00,2020-08-17 14:18:00,35
August,California,Severe Weather,712,,2020,2020-08-16 17:30:00,2020-08-16 19:10:00,2
August,California,Severe Weather,2,2,2020,2020-08-17 08:21:00,2020-08-17 09:01:00,1
August,California,Severe Weather,829,,2020,2020-08-17 15:05:00,2020-08-17 21:24:00,6
August,California,Potential Physical Attack,0,0,2020,2020-08-18 19:00:00,2020-08-18 19:30:00,0
August,Nevada,Severe Weather,7800,1400000,2020,2020-08-18 14:00:00,2020-08-18 21:00:00,7
August,California,System Operations,0,0,2020,2020-08-18 21:55:00,2020-08-18 22:10:00,0
August,California,Severe Weather,917,,2020,2020-08-18 13:30:00,2020-08-18 20:30:00,7
August,Texas,Transmission Interruption,205,238,2020,2020-08-18 14:44:00,2020-08-18 15:14:00,0
August,Arizona,Severe Weather,0,,2020,2020-08-18 14:30:00,,
August,Ohio,Transmission Interruption,22,16107,2020,2020-08-19 01:27:00,2020-08-19 03:03:00,2
August,Arizona,Severe Weather,1200,0,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7
August,Nevada,Severe Weather,7500,1400000,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7
August,California,Severe Weather,,,2020,2020-08-19 12:00:00,2020-08-19 21:00:00,9
August,Maine,System Operations,0,0,2020,2020-08-20 00:03:00,2020-08-20 14:05:00,14
August,Mississippi,Vandalism,0,0,2020,2020-08-20 09:17:00,2020-08-20 13:42:00,4
August,Nebraska,Transmission Interruption,60,,2020,2020-08-20 15:29:00,2020-08-20 15:39:00,0
August,West Virginia,Suspicious Activity,0,0,2020,2020-08-23 22:12:00,2020-08-23 22:15:00,0
August,"Texas panhandle, SE NM",Severe Weather,,,2020,2020-08-23 10:30:00,,
August,Texas,Potential Physical Attack,0,0,2020,2020-08-24 23:00:00,2020-08-24 23:59:00,1
August,Colorado,Vandalism,0,0,2020,2020-08-25 02:43:00,2020-08-25 07:43:00,5
August,Louisiana,Severe Weather,200,50000,2020,2020-08-27 05:00:00,2020-09-03 12:00:00,175
August,Louisiana,Severe Weather,48,,2020,2020-08-27 07:00:00,2020-08-30 19:00:00,84
August,Texas,Severe Weather,,,2020,2020-08-27 12:44:00,2020-08-27 23:00:00,10
August,Texas,Severe Weather,581,,2020,2020-08-27 12:06:00,2020-08-27 22:49:00,11
August,Louisiana,Severe Weather,,130000,2020,2020-08-27 07:40:00,2020-08-31 07:40:00,96
August,Texas,Severe Weather,,615992,2020,2020-08-27 01:15:00,,
August,Louisiana,Severe Weather,,47927,2020,2020-08-27 07:40:00,2020-08-31 03:33:00,92
August,Texas,Severe Weather,573,,2020,2020-08-27 12:02:00,2020-08-27 22:54:00,11
August,Nebraska,System Operations,0,0,2020,2020-08-27 12:29:00,2020-08-27 12:59:00,0
August,Connecticut,Severe Weather,100,60687,2020,2020-08-27 17:11:00,2020-08-28 10:00:00,17
August,Texas,Severe Weather,208,,2020,2020-08-27 13:24:00,,
August,Texas,Severe Weather,350,,2020,2020-08-27 12:06:00,,
August,West Virginia,Suspicious Activity,2900,,2020,2020-08-27 06:00:00,2020-08-27 06:05:00,0
August,Louisiana,Severe Weather,,,2020,2020-08-27 03:14:00,,
August,Washington,Severe Weather,0,0,2020,2020-08-28 16:27:00,2020-08-28 19:26:00,3
August,Maine,System Operations,0,0,2020,2020-08-28 00:25:00,2020-08-28 01:00:00,1
August,Texas,Severe Weather,,,2020,2020-08-29 03:35:00,2020-08-29 05:45:00,2
August,Washington,Vandalism,0,0,2020,2020-08-31 09:00:00,2020-08-31 15:53:00,7
September,California,Suspicious Activity,0,0,2020,2020-09-01 13:04:00,2020-09-01 13:05:00,0
September,Washington,Transmission Interruption,,,2020,2020-09-03 13:46:00,2020-09-03 22:47:00,9
September,Florida,System Operations,0,0,2020,2020-09-04 01:07:00,2020-09-04 01:37:00,0
September,California,Severe Weather,986,,2020,2020-09-05 17:20:00,2020-09-05 20:37:00,3
September,California,Severe Weather,100,20000,2020,2020-09-05 17:25:00,2020-09-05 20:55:00,4
September,Nevada,Severe Weather,8180,1400000,2020,2020-09-06 16:00:00,2020-09-06 21:00:00,5
September,California,System Operations,1071,,2020,2020-09-06 16:30:00,2020-09-06 21:05:00,5
September,Washington,System Operations,0,0,2020,2020-09-06 17:36:00,2020-09-06 19:27:00,2
September,California,Severe Weather,,72000,2020,2020-09-06 17:00:00,2020-09-07 03:00:00,10
September,California,Transmission Interruption,610,172000,2020,2020-09-07 22:40:00,2020-09-09 17:24:00,43
September,Washington,Severe Weather,,71500,2020,2020-09-07 18:00:00,2020-09-08 18:00:00,24
September,Washington,Natural Disaster,80,21000,2020,2020-09-07 09:13:00,2020-09-08 06:00:00,21
September,Oregon,Severe Weather,2859,103000,2020,2020-09-07 19:05:00,2020-09-08 22:00:00,27
September,Michigan,System Operations,265,0,2020,2020-09-08 09:50:00,2020-09-08 10:56:00,1
September,Minnesota,Suspicious Activity,0,0,2020,2020-09-09 22:16:00,2020-09-11 08:17:00,34
September,Idaho,Natural Disaster,0,0,2020,2020-09-09 11:22:00,2020-09-09 13:04:00,2
September,Alabama,Severe Weather Transmission Interruption,236,34096,2020,2020-09-15 22:00:00,2020-09-20 15:00:00,113
September,North Dakota,System Operations,0,0,2020,2020-09-15 15:04:00,2020-09-15 15:37:00,1
September,Florida,System Operations,0,0,2020,2020-09-16 07:00:00,2020-09-18 06:00:00,47
September,Alabama,Severe Weather,0,77600,2020,2020-09-16 03:00:00,2020-09-21 08:00:00,125
September,Maine,Vandalism,0,0,2020,2020-09-16 02:09:00,2020-09-16 02:20:00,0
September,Oklahoma,Actual Physical Attack,0,,2020,2020-09-20 20:01:00,2020-09-21 15:44:00,20
September,California,System Operations,8,4350,2020,2020-09-22 10:02:00,2020-09-22 12:58:00,3
September,New Jersey,Vandalism,0,0,2020,2020-09-23 12:00:00,2020-09-23 13:00:00,1
September,Nevada,Actual Physical Attack,26,13000,2020,2020-09-26 05:17:00,2020-09-26 05:41:00,0
September,California,Natural Disaster,337,102267,2020,2020-09-27 18:27:00,2020-09-28 15:17:00,21
September,Connecticut,Severe Weather,,155000,2020,2020-09-30 05:55:00,2020-09-30 23:30:00,18
October,Virginia,Suspicious Activity,0,0,2020,2020-10-02 19:30:00,2020-10-04 06:30:00,35
October,Louisiana,Transmission Interruption,183,39089,2020,2020-10-07 13:45:00,2020-10-07 13:59:00,0
October,New York,Severe Weather,,7500,2020,2020-10-07 16:00:00,,
October,Connecticut,Severe Weather,,186600,2020,2020-10-07 18:50:00,2020-10-09 15:00:00,44
October,Colorado,Transmission Interruption,0,0,2020,2020-10-09 10:44:00,2020-10-09 22:25:00,12
October,Louisiana,Severe Weather,200,50000,2020,2020-10-09 20:00:00,2020-10-15 07:00:00,131
October,Louisiana,Severe Weather,,132200,2020,2020-10-09 19:50:00,2020-10-11 15:09:00,43
October,Louisiana,Severe Weather,,477966,2020,2020-10-09 17:30:00,2020-10-10 18:00:00,24
October,Louisiana,Severe Weather,,50000,2020,2020-10-09 20:00:00,2020-10-10 06:00:00,10
October,Washington,Transmission Interruption,0,0,2020,2020-10-10 23:10:00,2020-10-10 23:15:00,0
October,Oregon,System Operations,0,0,2020,2020-10-10 08:05:00,2020-10-10 12:00:00,4
